pair,Question A,Question B,pApB,pAB,Lift,Leverage
"('QN34', 'QN42')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),students who drank alcohol before age 13 years (for the first time other than a few sips),0.0016108803620881811,0.006144393241167435,3.8143076207114905,0.004533512879079254
"('QN34', 'QN43')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),students who currently drank alcohol (at least one drink of alcohol on at least 1 day during the 30 days before the survey),0.0026529132580306947,0.006528417818740399,2.460848578059639,0.0038755045607097045
"('QN34', 'QN44')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),students who drank five or more drinks of alcohol in a row (within a couple of hours on at least 1 day during the 30 days before the survey),0.0015505221724871393,0.006208397337429596,4.004068724454884,0.004657875164942456
"('QN34', 'QN45')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),students who reported that the largest number of drinks they had in a row was 10 or more (within a couple of hours during the 30 days before the survey),0.0003069156999524672,0.002944188428059396,9.592824441745307,0.002637272728106929
"('QN34', 'QN46')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),students who usually obtained the alcohol they drank by someone giving it to them (among students who currently drank alcohol),0.0011001134180114408,0.0010240655401945725,0.930872693149828,-7.604787781686833e-05
"('QN34', 'QN47')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),students who ever used marijuana (one or more times during their life),0.0034449721423236114,0.007488479262672811,2.1737416017599145,0.004043507120349199
"('QN34', 'QN48')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),students who tried marijuana before age 13 years (for the first time),0.0007635880401414814,0.005504352278545827,7.2085365264835115,0.0047407642384043455
"('QN34', 'QN49')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),students who currently used marijuana (one or more times during the 30 days before the survey),0.0019103936425612755,0.006720430107526882,3.5178247863706056,0.004810036464965606
"('QN34', 'QN50')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),"students who ever used cocaine (any form of cocaine, such as powder, crack, or freebase, one or more times during their life)",0.0005221552817373143,0.005824372759856631,11.154484046350706,0.005302217478119316
"('QN34', 'QN51')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),"students who ever used inhalants (sniffed glue, breathed the contents of aerosol spray cans, or inhaled any paints or sprays to get high, one or more times during their life)",0.0006457187453545414,0.004736303123399898,7.334932054356515,0.004090584378045357
"('QN34', 'QN52')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),"students who ever used heroin (also called ""smack,"" ""junk,"" or ""China white,"" one or more times during their life)",0.00021410074801878973,0.0042882744495647725,20.02923618551967,0.004074173701545983
"('QN34', 'QN53')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),"students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)",0.00028470844151434803,0.00486431131592422,17.085237410071947,0.004579602874409871
"('QN34', 'QN54')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),"students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",0.0004919761869367935,0.005440348182283666,11.058153477218223,0.004948371995346873
"('QN34', 'QN55')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),"students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",0.0008848738362265937,0.006144393241167435,6.943807116468987,0.005259519404940841
"('QN34', 'QN56')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),"students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",0.00033823362851904547,0.004224270353302612,12.489208633093527,0.0038860367247835663
"('QN34', 'QN57')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),"students who ever took prescription drugs without a doctor's prescription (such as OxyContin, Percocet, Vicodin, codeine, Adderall, Ritalin, or Xanax, one or more times during their life)",0.0015135100750902743,0.006656426011264721,4.3980057488997515,0.005142915936174447
"('QN34', 'QN58')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),students who ever injected any illegal drug (used a needle to inject any illegal drug into their body one or more times during their life),0.0001622838116631784,0.0034562211981566822,21.297387353275276,0.0032939373864935037
"('QN34', 'QN59')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),"students who were offered, sold, or given an illegal drug on school property (during the 12 months before the survey)",0.001984417837355006,0.005120327700972862,2.5802669198930666,0.003135909863617856
"('QN34', 'QN60')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),students who ever had sexual intercourse,0.003392585789084971,0.006656426011264721,1.9620509030841795,0.00326384022217975
